UID          PID    PPID  C STIME TTY          TIME CMD
kev        84033   83605  0 22:56 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        84061   84033  0 22:56 pts/4    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
kev        84064   83825  1 22:56 ?        00:00:09 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --api_server_url http://jetski-server.corp.goog --analytics_server_url http://jetski-server.corp.goog --enable_lsp --extension_server_port 33641 --csrf_token 8a0e4354-eb80-4de0-8657-6a434c9f5e47 --random_port --inference_api_server_url http://jetski-server.corp.goog --workspace_id file_home_kev_Documentos_GitHub_FIX_AI_NEXT --cloud_code_endpoint https://daily-cloudcode-pa.sandbox.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_99a14a7f153ca4be
kev        84169   83605  0 22:56 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        84201   83825  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=83825
kev        84209   83825  0 22:56 ?        00:00:01 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/c95b60287d9338b89258/tscancellation-94d031c082ee675ed4e7.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
kev        84210   83825  3 22:56 ?        00:00:19 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/c95b60287d9338b89258/tscancellation-86148e8eb51b9091d9bc.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
kev        84236   83825  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /home/kev/.antigravity/extensions/ms-azuretools.vscode-containers-2.2.0-universal/dist/dockerfile-language-server-nodejs/lib/server.js --node-ipc --node-ipc --clientProcessId=83825
kev        84239   83825  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /home/kev/.antigravity/extensions/ms-azuretools.vscode-containers-2.2.0-universal/dist/compose-language-service/lib/server.js --node-ipc --node-ipc --clientProcessId=83825
kev        84255   83825  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/css-language-features/server/dist/node/cssServerMain --node-ipc --clientProcessId=83825
kev        84263   83825  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=83825
kev        84271   84210  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/kev/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
root       84312       2  0 22:56 ?        00:00:00 [kworker/u49:3-ttm]
root       84314       2  0 22:56 ?        00:00:00 [kworker/7:2-mm_percpu_wq]
root       84398       2  0 22:56 ?        00:00:00 [kworker/u48:7-btrfs-endio-write]
root       84399       2  0 22:56 ?        00:00:00 [kworker/u48:11-iou_exit]
root       87675       2  0 23:01 ?        00:00:00 [kworker/u48:12-btrfs-endio-write]
root       87676       2  0 23:01 ?        00:00:00 [kworker/u48:13-flush-btrfs-1]
root       87677       2  0 23:01 ?        00:00:00 [kworker/u48:15]
root       87680       2  0 23:01 ?        00:00:00 [kworker/u49:16]
root       87783     658  0 23:01 ?        00:00:00 systemd-userwork: waiting...
root       88332     658  0 23:02 ?        00:00:00 systemd-userwork: waiting...
root       88834     658  0 23:03 ?        00:00:00 systemd-userwork: waiting...
kev        88835   15208  0 23:03 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=149 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=6947543688 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2386307571884486798,6796292194324621434,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709125931106995
kev        88967   84061  0 23:03 pts/4    00:00:00 bash start-dev.sh
kev        89099   88967  0 23:03 pts/4    00:00:00 npm exec next dev
kev        89117   89099  0 23:03 pts/4    00:00:00 node /home/kev/Documentos/GitHub/FIX-AI-NEXT/node_modules/.bin/next dev
kev        89128   89117  3 23:03 pts/4    00:00:04 next-server (v16.0.7)
root       89318       2  0 23:04 ?        00:00:00 [kworker/9:2-events]
root       89320       2  0 23:04 ?        00:00:00 [kworker/1:1-events]
root       89328       2  0 23:04 ?        00:00:00 [kworker/11:2]
kev        89372   84033  0 23:04 pts/0    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
kev        90007   15208  0 23:05 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=152 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=7064562030 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11346303280949997936,2118616492197787588,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709128742232542
kev        90008   15208 10 23:05 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=153 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=7064564765 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14308450041169629019,11634329613170248746,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709129679274391
kev        90075   15208  0 23:05 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=154 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=7068639838 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2064452950863759638,6133653163809500627,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709130616316240
kev        90253   89372  0 23:05 pts/0    00:00:00 ps -ef
